"","year","race","number","income_quintile","income_share"
"1",2019,"All Races",128451000,"Lowest",3.1
"2",2019,"All Races",128451000,"Second",8.3
"3",2019,"All Races",128451000,"Third",14.1
"4",2019,"All Races",128451000,"Fourth",22.7
"5",2019,"All Races",128451000,"Highest",51.9
"6",2019,"All Races",128451000,"Top 5%",23
"7",2018,"All Races",128579000,"Lowest",3.1
"8",2018,"All Races",128579000,"Second",8.3
"9",2018,"All Races",128579000,"Third",14.1
"10",2018,"All Races",128579000,"Fourth",22.6
"11",2018,"All Races",128579000,"Highest",52
"12",2018,"All Races",128579000,"Top 5%",23.1
"13",2017,"All Races",127586000,"Lowest",3.1
"14",2017,"All Races",127586000,"Second",8.2
"15",2017,"All Races",127586000,"Third",14.3
"16",2017,"All Races",127586000,"Fourth",23
"17",2017,"All Races",127586000,"Highest",51.5
"18",2017,"All Races",127586000,"Top 5%",22.3
"19",2016,"All Races",126224000,"Lowest",3.1
"20",2016,"All Races",126224000,"Second",8.3
"21",2016,"All Races",126224000,"Third",14.2
"22",2016,"All Races",126224000,"Fourth",22.9
"23",2016,"All Races",126224000,"Highest",51.5
"24",2016,"All Races",126224000,"Top 5%",22.6
"25",2015,"All Races",125819000,"Lowest",3.1
"26",2015,"All Races",125819000,"Second",8.2
"27",2015,"All Races",125819000,"Third",14.3
"28",2015,"All Races",125819000,"Fourth",23.2
"29",2015,"All Races",125819000,"Highest",51.1
"30",2015,"All Races",125819000,"Top 5%",22.1
"31",2014,"All Races",124587000,"Lowest",3.1
"32",2014,"All Races",124587000,"Second",8.2
"33",2014,"All Races",124587000,"Third",14.3
"34",2014,"All Races",124587000,"Fourth",23.2
"35",2014,"All Races",124587000,"Highest",51.2
"36",2014,"All Races",124587000,"Top 5%",21.9
"37",2013,"All Races",123931000,"Lowest",3.1
"38",2013,"All Races",123931000,"Second",8.2
"39",2013,"All Races",123931000,"Third",14.3
"40",2013,"All Races",123931000,"Fourth",23
"41",2013,"All Races",123931000,"Highest",51.4
"42",2013,"All Races",123931000,"Top 5%",22.2
"43",2012,"All Races",122459000,"Lowest",3.2
"44",2012,"All Races",122459000,"Second",8.3
"45",2012,"All Races",122459000,"Third",14.4
"46",2012,"All Races",122459000,"Fourth",23
"47",2012,"All Races",122459000,"Highest",51
"48",2012,"All Races",122459000,"Top 5%",22.3
"49",2011,"All Races",121084000,"Lowest",3.2
"50",2011,"All Races",121084000,"Second",8.4
"51",2011,"All Races",121084000,"Third",14.3
"52",2011,"All Races",121084000,"Fourth",23
"53",2011,"All Races",121084000,"Highest",51.1
"54",2011,"All Races",121084000,"Top 5%",22.3
"55",2010,"All Races",119927000,"Lowest",3.3
"56",2010,"All Races",119927000,"Second",8.5
"57",2010,"All Races",119927000,"Third",14.6
"58",2010,"All Races",119927000,"Fourth",23.4
"59",2010,"All Races",119927000,"Highest",50.3
"60",2010,"All Races",119927000,"Top 5%",21.3
"61",2009,"All Races",117538000,"Lowest",3.4
"62",2009,"All Races",117538000,"Second",8.6
"63",2009,"All Races",117538000,"Third",14.6
"64",2009,"All Races",117538000,"Fourth",23.2
"65",2009,"All Races",117538000,"Highest",50.3
"66",2009,"All Races",117538000,"Top 5%",21.7
"67",2008,"All Races",117181000,"Lowest",3.4
"68",2008,"All Races",117181000,"Second",8.6
"69",2008,"All Races",117181000,"Third",14.7
"70",2008,"All Races",117181000,"Fourth",23.3
"71",2008,"All Races",117181000,"Highest",50
"72",2008,"All Races",117181000,"Top 5%",21.5
"73",2007,"All Races",116783000,"Lowest",3.4
"74",2007,"All Races",116783000,"Second",8.7
"75",2007,"All Races",116783000,"Third",14.8
"76",2007,"All Races",116783000,"Fourth",23.4
"77",2007,"All Races",116783000,"Highest",49.7
"78",2007,"All Races",116783000,"Top 5%",21.2
"79",2006,"All Races",116011000,"Lowest",3.4
"80",2006,"All Races",116011000,"Second",8.6
"81",2006,"All Races",116011000,"Third",14.5
"82",2006,"All Races",116011000,"Fourth",22.9
"83",2006,"All Races",116011000,"Highest",50.5
"84",2006,"All Races",116011000,"Top 5%",22.3
"85",2005,"All Races",114384000,"Lowest",3.4
"86",2005,"All Races",114384000,"Second",8.6
"87",2005,"All Races",114384000,"Third",14.6
"88",2005,"All Races",114384000,"Fourth",23
"89",2005,"All Races",114384000,"Highest",50.4
"90",2005,"All Races",114384000,"Top 5%",22.2
"91",2004,"All Races",113343000,"Lowest",3.4
"92",2004,"All Races",113343000,"Second",8.7
"93",2004,"All Races",113343000,"Third",14.7
"94",2004,"All Races",113343000,"Fourth",23.2
"95",2004,"All Races",113343000,"Highest",50.1
"96",2004,"All Races",113343000,"Top 5%",21.8
"97",2003,"All Races",1.12e+08,"Lowest",3.4
"98",2003,"All Races",1.12e+08,"Second",8.7
"99",2003,"All Races",1.12e+08,"Third",14.8
"100",2003,"All Races",1.12e+08,"Fourth",23.4
"101",2003,"All Races",1.12e+08,"Highest",49.8
"102",2003,"All Races",1.12e+08,"Top 5%",21.4
"103",2002,"All Races",111278000,"Lowest",3.5
"104",2002,"All Races",111278000,"Second",8.8
"105",2002,"All Races",111278000,"Third",14.8
"106",2002,"All Races",111278000,"Fourth",23.3
"107",2002,"All Races",111278000,"Highest",49.7
"108",2002,"All Races",111278000,"Top 5%",21.7
"109",2001,"All Races",109297000,"Lowest",3.5
"110",2001,"All Races",109297000,"Second",8.7
"111",2001,"All Races",109297000,"Third",14.6
"112",2001,"All Races",109297000,"Fourth",23
"113",2001,"All Races",109297000,"Highest",50.1
"114",2001,"All Races",109297000,"Top 5%",22.4
"115",2000,"All Races",108209000,"Lowest",3.6
"116",2000,"All Races",108209000,"Second",8.9
"117",2000,"All Races",108209000,"Third",14.8
"118",2000,"All Races",108209000,"Fourth",23
"119",2000,"All Races",108209000,"Highest",49.8
"120",2000,"All Races",108209000,"Top 5%",22.1
"121",1999,"All Races",106434000,"Lowest",3.6
"122",1999,"All Races",106434000,"Second",8.9
"123",1999,"All Races",106434000,"Third",14.9
"124",1999,"All Races",106434000,"Fourth",23.2
"125",1999,"All Races",106434000,"Highest",49.4
"126",1999,"All Races",106434000,"Top 5%",21.5
"127",1998,"All Races",103874000,"Lowest",3.6
"128",1998,"All Races",103874000,"Second",9
"129",1998,"All Races",103874000,"Third",15
"130",1998,"All Races",103874000,"Fourth",23.2
"131",1998,"All Races",103874000,"Highest",49.2
"132",1998,"All Races",103874000,"Top 5%",21.4
"133",1997,"All Races",102528000,"Lowest",3.6
"134",1997,"All Races",102528000,"Second",8.9
"135",1997,"All Races",102528000,"Third",15
"136",1997,"All Races",102528000,"Fourth",23.2
"137",1997,"All Races",102528000,"Highest",49.4
"138",1997,"All Races",102528000,"Top 5%",21.7
"139",1996,"All Races",101018000,"Lowest",3.6
"140",1996,"All Races",101018000,"Second",9
"141",1996,"All Races",101018000,"Third",15.1
"142",1996,"All Races",101018000,"Fourth",23.3
"143",1996,"All Races",101018000,"Highest",49
"144",1996,"All Races",101018000,"Top 5%",21.4
"145",1995,"All Races",99627000,"Lowest",3.7
"146",1995,"All Races",99627000,"Second",9.1
"147",1995,"All Races",99627000,"Third",15.2
"148",1995,"All Races",99627000,"Fourth",23.3
"149",1995,"All Races",99627000,"Highest",48.7
"150",1995,"All Races",99627000,"Top 5%",21
"151",1994,"All Races",98990000,"Lowest",3.6
"152",1994,"All Races",98990000,"Second",8.9
"153",1994,"All Races",98990000,"Third",15
"154",1994,"All Races",98990000,"Fourth",23.4
"155",1994,"All Races",98990000,"Highest",49.1
"156",1994,"All Races",98990000,"Top 5%",21.2
"157",1993,"All Races",97107000,"Lowest",3.6
"158",1993,"All Races",97107000,"Second",9
"159",1993,"All Races",97107000,"Third",15.1
"160",1993,"All Races",97107000,"Fourth",23.5
"161",1993,"All Races",97107000,"Highest",48.9
"162",1993,"All Races",97107000,"Top 5%",21
"163",1992,"All Races",96426000,"Lowest",3.8
"164",1992,"All Races",96426000,"Second",9.4
"165",1992,"All Races",96426000,"Third",15.8
"166",1992,"All Races",96426000,"Fourth",24.2
"167",1992,"All Races",96426000,"Highest",46.9
"168",1992,"All Races",96426000,"Top 5%",18.6
"169",1991,"All Races",95669000,"Lowest",3.8
"170",1991,"All Races",95669000,"Second",9.6
"171",1991,"All Races",95669000,"Third",15.9
"172",1991,"All Races",95669000,"Fourth",24.2
"173",1991,"All Races",95669000,"Highest",46.5
"174",1991,"All Races",95669000,"Top 5%",18.1
"175",1990,"All Races",94312000,"Lowest",3.8
"176",1990,"All Races",94312000,"Second",9.6
"177",1990,"All Races",94312000,"Third",15.9
"178",1990,"All Races",94312000,"Fourth",24
"179",1990,"All Races",94312000,"Highest",46.6
"180",1990,"All Races",94312000,"Top 5%",18.5
"181",1989,"All Races",93347000,"Lowest",3.8
"182",1989,"All Races",93347000,"Second",9.5
"183",1989,"All Races",93347000,"Third",15.8
"184",1989,"All Races",93347000,"Fourth",24
"185",1989,"All Races",93347000,"Highest",46.8
"186",1989,"All Races",93347000,"Top 5%",18.9
"187",1988,"All Races",92830000,"Lowest",3.8
"188",1988,"All Races",92830000,"Second",9.6
"189",1988,"All Races",92830000,"Third",16
"190",1988,"All Races",92830000,"Fourth",24.2
"191",1988,"All Races",92830000,"Highest",46.3
"192",1988,"All Races",92830000,"Top 5%",18.3
"193",1987,"All Races",91124000,"Lowest",3.8
"194",1987,"All Races",91124000,"Second",9.6
"195",1987,"All Races",91124000,"Third",16.1
"196",1987,"All Races",91124000,"Fourth",24.3
"197",1987,"All Races",91124000,"Highest",46.2
"198",1987,"All Races",91124000,"Top 5%",18.2
"199",1986,"All Races",89479000,"Lowest",3.8
"200",1986,"All Races",89479000,"Second",9.7
"201",1986,"All Races",89479000,"Third",16.2
"202",1986,"All Races",89479000,"Fourth",24.3
"203",1986,"All Races",89479000,"Highest",46.1
"204",1986,"All Races",89479000,"Top 5%",18
"205",1985,"All Races",88458000,"Lowest",3.9
"206",1985,"All Races",88458000,"Second",9.8
"207",1985,"All Races",88458000,"Third",16.2
"208",1985,"All Races",88458000,"Fourth",24.4
"209",1985,"All Races",88458000,"Highest",45.6
"210",1985,"All Races",88458000,"Top 5%",17.6
"211",1984,"All Races",86789000,"Lowest",4
"212",1984,"All Races",86789000,"Second",9.9
"213",1984,"All Races",86789000,"Third",16.3
"214",1984,"All Races",86789000,"Fourth",24.6
"215",1984,"All Races",86789000,"Highest",45.2
"216",1984,"All Races",86789000,"Top 5%",17.1
"217",1983,"All Races",85407000,"Lowest",4
"218",1983,"All Races",85407000,"Second",9.9
"219",1983,"All Races",85407000,"Third",16.4
"220",1983,"All Races",85407000,"Fourth",24.6
"221",1983,"All Races",85407000,"Highest",45.1
"222",1983,"All Races",85407000,"Top 5%",17
"223",1982,"All Races",83918000,"Lowest",4
"224",1982,"All Races",83918000,"Second",10
"225",1982,"All Races",83918000,"Third",16.5
"226",1982,"All Races",83918000,"Fourth",24.5
"227",1982,"All Races",83918000,"Highest",45
"228",1982,"All Races",83918000,"Top 5%",17
"229",1981,"All Races",83527000,"Lowest",4.1
"230",1981,"All Races",83527000,"Second",10.1
"231",1981,"All Races",83527000,"Third",16.7
"232",1981,"All Races",83527000,"Fourth",24.8
"233",1981,"All Races",83527000,"Highest",44.3
"234",1981,"All Races",83527000,"Top 5%",16.5
"235",1980,"All Races",82368000,"Lowest",4.2
"236",1980,"All Races",82368000,"Second",10.2
"237",1980,"All Races",82368000,"Third",16.8
"238",1980,"All Races",82368000,"Fourth",24.7
"239",1980,"All Races",82368000,"Highest",44.1
"240",1980,"All Races",82368000,"Top 5%",16.5
"241",1979,"All Races",80776000,"Lowest",4.1
"242",1979,"All Races",80776000,"Second",10.2
"243",1979,"All Races",80776000,"Third",16.8
"244",1979,"All Races",80776000,"Fourth",24.6
"245",1979,"All Races",80776000,"Highest",44.2
"246",1979,"All Races",80776000,"Top 5%",16.9
"247",1978,"All Races",77330000,"Lowest",4.2
"248",1978,"All Races",77330000,"Second",10.2
"249",1978,"All Races",77330000,"Third",16.8
"250",1978,"All Races",77330000,"Fourth",24.7
"251",1978,"All Races",77330000,"Highest",44.1
"252",1978,"All Races",77330000,"Top 5%",16.8
"253",1977,"All Races",76030000,"Lowest",4.2
"254",1977,"All Races",76030000,"Second",10.2
"255",1977,"All Races",76030000,"Third",16.9
"256",1977,"All Races",76030000,"Fourth",24.7
"257",1977,"All Races",76030000,"Highest",44
"258",1977,"All Races",76030000,"Top 5%",16.8
"259",1976,"All Races",74142000,"Lowest",4.3
"260",1976,"All Races",74142000,"Second",10.3
"261",1976,"All Races",74142000,"Third",17
"262",1976,"All Races",74142000,"Fourth",24.7
"263",1976,"All Races",74142000,"Highest",43.7
"264",1976,"All Races",74142000,"Top 5%",16.6
"265",1975,"All Races",72867000,"Lowest",4.3
"266",1975,"All Races",72867000,"Second",10.4
"267",1975,"All Races",72867000,"Third",17
"268",1975,"All Races",72867000,"Fourth",24.7
"269",1975,"All Races",72867000,"Highest",43.6
"270",1975,"All Races",72867000,"Top 5%",16.5
"271",1974,"All Races",71163000,"Lowest",4.3
"272",1974,"All Races",71163000,"Second",10.6
"273",1974,"All Races",71163000,"Third",17
"274",1974,"All Races",71163000,"Fourth",24.6
"275",1974,"All Races",71163000,"Highest",43.5
"276",1974,"All Races",71163000,"Top 5%",16.5
"277",1973,"All Races",69859000,"Lowest",4.2
"278",1973,"All Races",69859000,"Second",10.4
"279",1973,"All Races",69859000,"Third",17
"280",1973,"All Races",69859000,"Fourth",24.5
"281",1973,"All Races",69859000,"Highest",43.9
"282",1973,"All Races",69859000,"Top 5%",16.9
"283",1972,"All Races",68251000,"Lowest",4.1
"284",1972,"All Races",68251000,"Second",10.4
"285",1972,"All Races",68251000,"Third",17
"286",1972,"All Races",68251000,"Fourth",24.5
"287",1972,"All Races",68251000,"Highest",43.9
"288",1972,"All Races",68251000,"Top 5%",17
"289",1971,"All Races",66676000,"Lowest",4.1
"290",1971,"All Races",66676000,"Second",10.6
"291",1971,"All Races",66676000,"Third",17.3
"292",1971,"All Races",66676000,"Fourth",24.5
"293",1971,"All Races",66676000,"Highest",43.5
"294",1971,"All Races",66676000,"Top 5%",16.7
"295",1970,"All Races",64778000,"Lowest",4.1
"296",1970,"All Races",64778000,"Second",10.8
"297",1970,"All Races",64778000,"Third",17.4
"298",1970,"All Races",64778000,"Fourth",24.5
"299",1970,"All Races",64778000,"Highest",43.3
"300",1970,"All Races",64778000,"Top 5%",16.6
"301",1969,"All Races",63401000,"Lowest",4.1
"302",1969,"All Races",63401000,"Second",10.9
"303",1969,"All Races",63401000,"Third",17.5
"304",1969,"All Races",63401000,"Fourth",24.5
"305",1969,"All Races",63401000,"Highest",43
"306",1969,"All Races",63401000,"Top 5%",16.6
"307",1968,"All Races",62214000,"Lowest",4.2
"308",1968,"All Races",62214000,"Second",11.1
"309",1968,"All Races",62214000,"Third",17.6
"310",1968,"All Races",62214000,"Fourth",24.5
"311",1968,"All Races",62214000,"Highest",42.6
"312",1968,"All Races",62214000,"Top 5%",16.3
"313",1967,"All Races",60813000,"Lowest",4
"314",1967,"All Races",60813000,"Second",10.8
"315",1967,"All Races",60813000,"Third",17.3
"316",1967,"All Races",60813000,"Fourth",24.2
"317",1967,"All Races",60813000,"Highest",43.6
"318",1967,"All Races",60813000,"Top 5%",17.2
"319",2019,"Asian Alone or in Combination",7334000,"Lowest",3.2
"320",2019,"Asian Alone or in Combination",7334000,"Second",8.8
"321",2019,"Asian Alone or in Combination",7334000,"Third",14.8
"322",2019,"Asian Alone or in Combination",7334000,"Fourth",23.1
"323",2019,"Asian Alone or in Combination",7334000,"Highest",50
"324",2019,"Asian Alone or in Combination",7334000,"Top 5%",21.6
"325",2018,"Asian Alone or in Combination",7416000,"Lowest",2.8
"326",2018,"Asian Alone or in Combination",7416000,"Second",8.5
"327",2018,"Asian Alone or in Combination",7416000,"Third",14.6
"328",2018,"Asian Alone or in Combination",7416000,"Fourth",23.1
"329",2018,"Asian Alone or in Combination",7416000,"Highest",51
"330",2018,"Asian Alone or in Combination",7416000,"Top 5%",21.8
"331",2017,"Asian Alone or in Combination",7114000,"Lowest",2.7
"332",2017,"Asian Alone or in Combination",7114000,"Second",8.4
"333",2017,"Asian Alone or in Combination",7114000,"Third",14.4
"334",2017,"Asian Alone or in Combination",7114000,"Fourth",23.3
"335",2017,"Asian Alone or in Combination",7114000,"Highest",51.2
"336",2017,"Asian Alone or in Combination",7114000,"Top 5%",22.1
"337",2016,"Asian Alone or in Combination",6750000,"Lowest",3
"338",2016,"Asian Alone or in Combination",6750000,"Second",8.9
"339",2016,"Asian Alone or in Combination",6750000,"Third",15.2
"340",2016,"Asian Alone or in Combination",6750000,"Fourth",24
"341",2016,"Asian Alone or in Combination",6750000,"Highest",48.9
"342",2016,"Asian Alone or in Combination",6750000,"Top 5%",20.3
"343",2015,"Asian Alone or in Combination",6640000,"Lowest",2.7
"344",2015,"Asian Alone or in Combination",6640000,"Second",8.5
"345",2015,"Asian Alone or in Combination",6640000,"Third",14.7
"346",2015,"Asian Alone or in Combination",6640000,"Fourth",23.6
"347",2015,"Asian Alone or in Combination",6640000,"Highest",50.6
"348",2015,"Asian Alone or in Combination",6640000,"Top 5%",21.8
"349",2014,"Asian Alone or in Combination",6333000,"Lowest",2.9
"350",2014,"Asian Alone or in Combination",6333000,"Second",8.7
"351",2014,"Asian Alone or in Combination",6333000,"Third",15.2
"352",2014,"Asian Alone or in Combination",6333000,"Fourth",24.1
"353",2014,"Asian Alone or in Combination",6333000,"Highest",49
"354",2014,"Asian Alone or in Combination",6333000,"Top 5%",20.5
"355",2013,"Asian Alone or in Combination",6160000,"Lowest",2.7
"356",2013,"Asian Alone or in Combination",6160000,"Second",8.5
"357",2013,"Asian Alone or in Combination",6160000,"Third",14.5
"358",2013,"Asian Alone or in Combination",6160000,"Fourth",22.6
"359",2013,"Asian Alone or in Combination",6160000,"Highest",51.7
"360",2013,"Asian Alone or in Combination",6160000,"Top 5%",23.4
"361",2012,"Asian Alone or in Combination",5872000,"Lowest",3
"362",2012,"Asian Alone or in Combination",5872000,"Second",8.9
"363",2012,"Asian Alone or in Combination",5872000,"Third",14.9
"364",2012,"Asian Alone or in Combination",5872000,"Fourth",23.6
"365",2012,"Asian Alone or in Combination",5872000,"Highest",49.6
"366",2012,"Asian Alone or in Combination",5872000,"Top 5%",20.8
"367",2011,"Asian Alone or in Combination",5705000,"Lowest",3
"368",2011,"Asian Alone or in Combination",5705000,"Second",8.7
"369",2011,"Asian Alone or in Combination",5705000,"Third",15.1
"370",2011,"Asian Alone or in Combination",5705000,"Fourth",23.5
"371",2011,"Asian Alone or in Combination",5705000,"Highest",49.7
"372",2011,"Asian Alone or in Combination",5705000,"Top 5%",21.4
"373",2010,"Asian Alone or in Combination",5550000,"Lowest",3
"374",2010,"Asian Alone or in Combination",5550000,"Second",8.9
"375",2010,"Asian Alone or in Combination",5550000,"Third",15.3
"376",2010,"Asian Alone or in Combination",5550000,"Fourth",24.5
"377",2010,"Asian Alone or in Combination",5550000,"Highest",48.3
"378",2010,"Asian Alone or in Combination",5550000,"Top 5%",19
"379",2009,"Asian Alone or in Combination",4940000,"Lowest",2.7
"380",2009,"Asian Alone or in Combination",4940000,"Second",8.2
"381",2009,"Asian Alone or in Combination",4940000,"Third",14.4
"382",2009,"Asian Alone or in Combination",4940000,"Fourth",23
"383",2009,"Asian Alone or in Combination",4940000,"Highest",51.6
"384",2009,"Asian Alone or in Combination",4940000,"Top 5%",23.5
"385",2008,"Asian Alone or in Combination",4805000,"Lowest",2.9
"386",2008,"Asian Alone or in Combination",4805000,"Second",8.6
"387",2008,"Asian Alone or in Combination",4805000,"Third",15.1
"388",2008,"Asian Alone or in Combination",4805000,"Fourth",24.1
"389",2008,"Asian Alone or in Combination",4805000,"Highest",49.3
"390",2008,"Asian Alone or in Combination",4805000,"Top 5%",21
"391",2007,"Asian Alone or in Combination",4715000,"Lowest",3.1
"392",2007,"Asian Alone or in Combination",4715000,"Second",9.2
"393",2007,"Asian Alone or in Combination",4715000,"Third",15.6
"394",2007,"Asian Alone or in Combination",4715000,"Fourth",24
"395",2007,"Asian Alone or in Combination",4715000,"Highest",48
"396",2007,"Asian Alone or in Combination",4715000,"Top 5%",20
"397",2006,"Asian Alone or in Combination",4664000,"Lowest",3.2
"398",2006,"Asian Alone or in Combination",4664000,"Second",8.8
"399",2006,"Asian Alone or in Combination",4664000,"Third",14.7
"400",2006,"Asian Alone or in Combination",4664000,"Fourth",23
"401",2006,"Asian Alone or in Combination",4664000,"Highest",50.3
"402",2006,"Asian Alone or in Combination",4664000,"Top 5%",23.5
"403",2005,"Asian Alone or in Combination",4500000,"Lowest",2.9
"404",2005,"Asian Alone or in Combination",4500000,"Second",9.2
"405",2005,"Asian Alone or in Combination",4500000,"Third",15.3
"406",2005,"Asian Alone or in Combination",4500000,"Fourth",23.7
"407",2005,"Asian Alone or in Combination",4500000,"Highest",48.9
"408",2005,"Asian Alone or in Combination",4500000,"Top 5%",20.3
"409",2004,"Asian Alone or in Combination",4346000,"Lowest",3.2
"410",2004,"Asian Alone or in Combination",4346000,"Second",9.2
"411",2004,"Asian Alone or in Combination",4346000,"Third",15.1
"412",2004,"Asian Alone or in Combination",4346000,"Fourth",23.3
"413",2004,"Asian Alone or in Combination",4346000,"Highest",49.2
"414",2004,"Asian Alone or in Combination",4346000,"Top 5%",21.5
"415",2003,"Asian Alone or in Combination",4235000,"Lowest",2.7
"416",2003,"Asian Alone or in Combination",4235000,"Second",9.1
"417",2003,"Asian Alone or in Combination",4235000,"Third",15.9
"418",2003,"Asian Alone or in Combination",4235000,"Fourth",24.6
"419",2003,"Asian Alone or in Combination",4235000,"Highest",47.8
"420",2003,"Asian Alone or in Combination",4235000,"Top 5%",18.9
"421",2002,"Asian Alone or in Combination",4079000,"Lowest",3.3
"422",2002,"Asian Alone or in Combination",4079000,"Second",9.1
"423",2002,"Asian Alone or in Combination",4079000,"Third",15.2
"424",2002,"Asian Alone or in Combination",4079000,"Fourth",23.8
"425",2002,"Asian Alone or in Combination",4079000,"Highest",48.6
"426",2002,"Asian Alone or in Combination",4079000,"Top 5%",20.6
"427",2019,"Asian Alone",6853000,"Lowest",3.1
"428",2019,"Asian Alone",6853000,"Second",8.8
"429",2019,"Asian Alone",6853000,"Third",14.8
"430",2019,"Asian Alone",6853000,"Fourth",23.1
"431",2019,"Asian Alone",6853000,"Highest",50.2
"432",2019,"Asian Alone",6853000,"Top 5%",21.7
"433",2018,"Asian Alone",6981000,"Lowest",2.7
"434",2018,"Asian Alone",6981000,"Second",8.4
"435",2018,"Asian Alone",6981000,"Third",14.6
"436",2018,"Asian Alone",6981000,"Fourth",23.1
"437",2018,"Asian Alone",6981000,"Highest",51.1
"438",2018,"Asian Alone",6981000,"Top 5%",22
"439",2017,"Asian Alone",6735000,"Lowest",2.7
"440",2017,"Asian Alone",6735000,"Second",8.5
"441",2017,"Asian Alone",6735000,"Third",14.4
"442",2017,"Asian Alone",6735000,"Fourth",23.4
"443",2017,"Asian Alone",6735000,"Highest",51
"444",2017,"Asian Alone",6735000,"Top 5%",22
"445",2016,"Asian Alone",6392000,"Lowest",3
"446",2016,"Asian Alone",6392000,"Second",9
"447",2016,"Asian Alone",6392000,"Third",15.2
"448",2016,"Asian Alone",6392000,"Fourth",24
"449",2016,"Asian Alone",6392000,"Highest",48.9
"450",2016,"Asian Alone",6392000,"Top 5%",20.4
"451",2015,"Asian Alone",6328000,"Lowest",2.7
"452",2015,"Asian Alone",6328000,"Second",8.6
"453",2015,"Asian Alone",6328000,"Third",14.8
"454",2015,"Asian Alone",6328000,"Fourth",23.6
"455",2015,"Asian Alone",6328000,"Highest",50.3
"456",2015,"Asian Alone",6328000,"Top 5%",21.5
"457",2014,"Asian Alone",6040000,"Lowest",2.9
"458",2014,"Asian Alone",6040000,"Second",8.6
"459",2014,"Asian Alone",6040000,"Third",15.3
"460",2014,"Asian Alone",6040000,"Fourth",24.3
"461",2014,"Asian Alone",6040000,"Highest",48.9
"462",2014,"Asian Alone",6040000,"Top 5%",20.2
"463",2013,"Asian Alone",5818000,"Lowest",2.7
"464",2013,"Asian Alone",5818000,"Second",8.6
