"","year","race","number","income_quintile","income_share"
"465",2013,"Asian Alone",5818000,"Third",14.5
"466",2013,"Asian Alone",5818000,"Fourth",22.7
"467",2013,"Asian Alone",5818000,"Highest",51.6
"468",2013,"Asian Alone",5818000,"Top 5%",23.2
"469",2012,"Asian Alone",5560000,"Lowest",3
"470",2012,"Asian Alone",5560000,"Second",8.9
"471",2012,"Asian Alone",5560000,"Third",15
"472",2012,"Asian Alone",5560000,"Fourth",23.7
"473",2012,"Asian Alone",5560000,"Highest",49.4
"474",2012,"Asian Alone",5560000,"Top 5%",20.5
"475",2011,"Asian Alone",5374000,"Lowest",3
"476",2011,"Asian Alone",5374000,"Second",8.8
"477",2011,"Asian Alone",5374000,"Third",15.2
"478",2011,"Asian Alone",5374000,"Fourth",23.5
"479",2011,"Asian Alone",5374000,"Highest",49.5
"480",2011,"Asian Alone",5374000,"Top 5%",21.4
"481",2010,"Asian Alone",5212000,"Lowest",2.9
"482",2010,"Asian Alone",5212000,"Second",8.9
"483",2010,"Asian Alone",5212000,"Third",15.3
"484",2010,"Asian Alone",5212000,"Fourth",24.6
"485",2010,"Asian Alone",5212000,"Highest",48.3
"486",2010,"Asian Alone",5212000,"Top 5%",19
"487",2009,"Asian Alone",4687000,"Lowest",2.7
"488",2009,"Asian Alone",4687000,"Second",8.2
"489",2009,"Asian Alone",4687000,"Third",14.4
"490",2009,"Asian Alone",4687000,"Fourth",23
"491",2009,"Asian Alone",4687000,"Highest",51.6
"492",2009,"Asian Alone",4687000,"Top 5%",23.7
"493",2008,"Asian Alone",4573000,"Lowest",2.9
"494",2008,"Asian Alone",4573000,"Second",8.6
"495",2008,"Asian Alone",4573000,"Third",15.2
"496",2008,"Asian Alone",4573000,"Fourth",24.2
"497",2008,"Asian Alone",4573000,"Highest",49.2
"498",2008,"Asian Alone",4573000,"Top 5%",20.8
"499",2007,"Asian Alone",4494000,"Lowest",3.1
"500",2007,"Asian Alone",4494000,"Second",9.2
"501",2007,"Asian Alone",4494000,"Third",15.6
"502",2007,"Asian Alone",4494000,"Fourth",23.9
"503",2007,"Asian Alone",4494000,"Highest",48.1
"504",2007,"Asian Alone",4494000,"Top 5%",20.2
"505",2006,"Asian Alone",4454000,"Lowest",3.1
"506",2006,"Asian Alone",4454000,"Second",8.7
"507",2006,"Asian Alone",4454000,"Third",14.6
"508",2006,"Asian Alone",4454000,"Fourth",22.9
"509",2006,"Asian Alone",4454000,"Highest",50.7
"510",2006,"Asian Alone",4454000,"Top 5%",23.7
"511",2005,"Asian Alone",4273000,"Lowest",2.9
"512",2005,"Asian Alone",4273000,"Second",9.2
"513",2005,"Asian Alone",4273000,"Third",15.3
"514",2005,"Asian Alone",4273000,"Fourth",23.7
"515",2005,"Asian Alone",4273000,"Highest",48.9
"516",2005,"Asian Alone",4273000,"Top 5%",20.2
"517",2004,"Asian Alone",4123000,"Lowest",3.2
"518",2004,"Asian Alone",4123000,"Second",9.1
"519",2004,"Asian Alone",4123000,"Third",15.1
"520",2004,"Asian Alone",4123000,"Fourth",23.4
"521",2004,"Asian Alone",4123000,"Highest",49.2
"522",2004,"Asian Alone",4123000,"Top 5%",21.5
"523",2003,"Asian Alone",4040000,"Lowest",2.7
"524",2003,"Asian Alone",4040000,"Second",9
"525",2003,"Asian Alone",4040000,"Third",15.9
"526",2003,"Asian Alone",4040000,"Fourth",24.5
"527",2003,"Asian Alone",4040000,"Highest",47.9
"528",2003,"Asian Alone",4040000,"Top 5%",19
"529",2002,"Asian Alone",3917000,"Lowest",3.3
"530",2002,"Asian Alone",3917000,"Second",9.1
"531",2002,"Asian Alone",3917000,"Third",15.2
"532",2002,"Asian Alone",3917000,"Fourth",23.7
"533",2002,"Asian Alone",3917000,"Highest",48.8
"534",2002,"Asian Alone",3917000,"Top 5%",20.8
"535",2019,"Black Alone or in Combination",18055000,"Lowest",2.6
"536",2019,"Black Alone or in Combination",18055000,"Second",7.7
"537",2019,"Black Alone or in Combination",18055000,"Third",13.5
"538",2019,"Black Alone or in Combination",18055000,"Fourth",22.5
"539",2019,"Black Alone or in Combination",18055000,"Highest",53.7
"540",2019,"Black Alone or in Combination",18055000,"Top 5%",24
"541",2018,"Black Alone or in Combination",18095000,"Lowest",2.6
"542",2018,"Black Alone or in Combination",18095000,"Second",7.9
"543",2018,"Black Alone or in Combination",18095000,"Third",14.1
"544",2018,"Black Alone or in Combination",18095000,"Fourth",23.2
"545",2018,"Black Alone or in Combination",18095000,"Highest",52.2
"546",2018,"Black Alone or in Combination",18095000,"Top 5%",21.5
"547",2017,"Black Alone or in Combination",17801000,"Lowest",2.6
"548",2017,"Black Alone or in Combination",17801000,"Second",7.8
"549",2017,"Black Alone or in Combination",17801000,"Third",13.8
"550",2017,"Black Alone or in Combination",17801000,"Fourth",23.2
"551",2017,"Black Alone or in Combination",17801000,"Highest",52.6
"552",2017,"Black Alone or in Combination",17801000,"Top 5%",22.8
"553",2016,"Black Alone or in Combination",17505000,"Lowest",2.6
"554",2016,"Black Alone or in Combination",17505000,"Second",7.7
"555",2016,"Black Alone or in Combination",17505000,"Third",13.7
"556",2016,"Black Alone or in Combination",17505000,"Fourth",22.7
"557",2016,"Black Alone or in Combination",17505000,"Highest",53.4
"558",2016,"Black Alone or in Combination",17505000,"Top 5%",24.2
"559",2015,"Black Alone or in Combination",17322000,"Lowest",2.6
"560",2015,"Black Alone or in Combination",17322000,"Second",7.6
"561",2015,"Black Alone or in Combination",17322000,"Third",13.7
"562",2015,"Black Alone or in Combination",17322000,"Fourth",23
"563",2015,"Black Alone or in Combination",17322000,"Highest",53.2
"564",2015,"Black Alone or in Combination",17322000,"Top 5%",23.4
"565",2014,"Black Alone or in Combination",17198000,"Lowest",2.6
"566",2014,"Black Alone or in Combination",17198000,"Second",7.8
"567",2014,"Black Alone or in Combination",17198000,"Third",13.8
"568",2014,"Black Alone or in Combination",17198000,"Fourth",22.9
"569",2014,"Black Alone or in Combination",17198000,"Highest",52.9
"570",2014,"Black Alone or in Combination",17198000,"Top 5%",22.6
"571",2013,"Black Alone or in Combination",16723000,"Lowest",2.6
"572",2013,"Black Alone or in Combination",16723000,"Second",7.8
"573",2013,"Black Alone or in Combination",16723000,"Third",13.8
"574",2013,"Black Alone or in Combination",16723000,"Fourth",22.5
"575",2013,"Black Alone or in Combination",16723000,"Highest",53.3
"576",2013,"Black Alone or in Combination",16723000,"Top 5%",23.1
"577",2012,"Black Alone or in Combination",16559000,"Lowest",2.8
"578",2012,"Black Alone or in Combination",16559000,"Second",7.8
"579",2012,"Black Alone or in Combination",16559000,"Third",14.1
"580",2012,"Black Alone or in Combination",16559000,"Fourth",23.5
"581",2012,"Black Alone or in Combination",16559000,"Highest",51.9
"582",2012,"Black Alone or in Combination",16559000,"Top 5%",21.5
"583",2011,"Black Alone or in Combination",16165000,"Lowest",2.6
"584",2011,"Black Alone or in Combination",16165000,"Second",7.5
"585",2011,"Black Alone or in Combination",16165000,"Third",13.7
"586",2011,"Black Alone or in Combination",16165000,"Fourth",23.3
"587",2011,"Black Alone or in Combination",16165000,"Highest",52.9
"588",2011,"Black Alone or in Combination",16165000,"Top 5%",22.8
"589",2010,"Black Alone or in Combination",15909000,"Lowest",2.6
"590",2010,"Black Alone or in Combination",15909000,"Second",7.8
"591",2010,"Black Alone or in Combination",15909000,"Third",14.2
"592",2010,"Black Alone or in Combination",15909000,"Fourth",23.6
"593",2010,"Black Alone or in Combination",15909000,"Highest",51.7
"594",2010,"Black Alone or in Combination",15909000,"Top 5%",21.5
"595",2009,"Black Alone or in Combination",15212000,"Lowest",2.9
"596",2009,"Black Alone or in Combination",15212000,"Second",8.2
"597",2009,"Black Alone or in Combination",15212000,"Third",14.3
"598",2009,"Black Alone or in Combination",15212000,"Fourth",23.5
"599",2009,"Black Alone or in Combination",15212000,"Highest",51.1
"600",2009,"Black Alone or in Combination",15212000,"Top 5%",21.5
"601",2008,"Black Alone or in Combination",15056000,"Lowest",3
"602",2008,"Black Alone or in Combination",15056000,"Second",8.4
"603",2008,"Black Alone or in Combination",15056000,"Third",14.6
"604",2008,"Black Alone or in Combination",15056000,"Fourth",23.5
"605",2008,"Black Alone or in Combination",15056000,"Highest",50.5
"606",2008,"Black Alone or in Combination",15056000,"Top 5%",20.6
"607",2007,"Black Alone or in Combination",14976000,"Lowest",2.8
"608",2007,"Black Alone or in Combination",14976000,"Second",8.1
"609",2007,"Black Alone or in Combination",14976000,"Third",14.5
"610",2007,"Black Alone or in Combination",14976000,"Fourth",23.7
"611",2007,"Black Alone or in Combination",14976000,"Highest",50.8
"612",2007,"Black Alone or in Combination",14976000,"Top 5%",21.2
"613",2006,"Black Alone or in Combination",14709000,"Lowest",2.8
"614",2006,"Black Alone or in Combination",14709000,"Second",8.1
"615",2006,"Black Alone or in Combination",14709000,"Third",14.3
"616",2006,"Black Alone or in Combination",14709000,"Fourth",23.2
"617",2006,"Black Alone or in Combination",14709000,"Highest",51.6
"618",2006,"Black Alone or in Combination",14709000,"Top 5%",22.1
"619",2005,"Black Alone or in Combination",14399000,"Lowest",2.8
"620",2005,"Black Alone or in Combination",14399000,"Second",8
"621",2005,"Black Alone or in Combination",14399000,"Third",14.5
"622",2005,"Black Alone or in Combination",14399000,"Fourth",23.7
"623",2005,"Black Alone or in Combination",14399000,"Highest",51
"624",2005,"Black Alone or in Combination",14399000,"Top 5%",21.3
"625",2004,"Black Alone or in Combination",14151000,"Lowest",2.8
"626",2004,"Black Alone or in Combination",14151000,"Second",8.3
"627",2004,"Black Alone or in Combination",14151000,"Third",14.7
"628",2004,"Black Alone or in Combination",14151000,"Fourth",23.9
"629",2004,"Black Alone or in Combination",14151000,"Highest",50.4
"630",2004,"Black Alone or in Combination",14151000,"Top 5%",20.7
"631",2003,"Black Alone or in Combination",13969000,"Lowest",2.9
"632",2003,"Black Alone or in Combination",13969000,"Second",8.2
"633",2003,"Black Alone or in Combination",13969000,"Third",14.7
"634",2003,"Black Alone or in Combination",13969000,"Fourth",24
"635",2003,"Black Alone or in Combination",13969000,"Highest",50.2
"636",2003,"Black Alone or in Combination",13969000,"Top 5%",20.3
"637",2002,"Black Alone or in Combination",13778000,"Lowest",2.9
"638",2002,"Black Alone or in Combination",13778000,"Second",8.1
"639",2002,"Black Alone or in Combination",13778000,"Third",14.4
"640",2002,"Black Alone or in Combination",13778000,"Fourth",23.2
"641",2002,"Black Alone or in Combination",13778000,"Highest",51.3
"642",2002,"Black Alone or in Combination",13778000,"Top 5%",21.9
"643",2019,"Black Alone",17054000,"Lowest",2.6
"644",2019,"Black Alone",17054000,"Second",7.7
"645",2019,"Black Alone",17054000,"Third",13.6
"646",2019,"Black Alone",17054000,"Fourth",22.7
"647",2019,"Black Alone",17054000,"Highest",53.4
"648",2019,"Black Alone",17054000,"Top 5%",23.7
"649",2018,"Black Alone",17167000,"Lowest",2.6
"650",2018,"Black Alone",17167000,"Second",7.9
"651",2018,"Black Alone",17167000,"Third",14.1
"652",2018,"Black Alone",17167000,"Fourth",23.3
"653",2018,"Black Alone",17167000,"Highest",52.1
"654",2018,"Black Alone",17167000,"Top 5%",21.3
"655",2017,"Black Alone",16997000,"Lowest",2.5
"656",2017,"Black Alone",16997000,"Second",7.7
"657",2017,"Black Alone",16997000,"Third",13.7
"658",2017,"Black Alone",16997000,"Fourth",23.1
"659",2017,"Black Alone",16997000,"Highest",52.9
"660",2017,"Black Alone",16997000,"Top 5%",22.9
"661",2016,"Black Alone",16733000,"Lowest",2.6
"662",2016,"Black Alone",16733000,"Second",7.7
"663",2016,"Black Alone",16733000,"Third",13.7
"664",2016,"Black Alone",16733000,"Fourth",22.8
"665",2016,"Black Alone",16733000,"Highest",53.4
"666",2016,"Black Alone",16733000,"Top 5%",24
"667",2015,"Black Alone",16539000,"Lowest",2.6
"668",2015,"Black Alone",16539000,"Second",7.6
"669",2015,"Black Alone",16539000,"Third",13.7
"670",2015,"Black Alone",16539000,"Fourth",23
"671",2015,"Black Alone",16539000,"Highest",53.2
"672",2015,"Black Alone",16539000,"Top 5%",23.3
"673",2014,"Black Alone",16437000,"Lowest",2.6
"674",2014,"Black Alone",16437000,"Second",7.8
"675",2014,"Black Alone",16437000,"Third",13.8
"676",2014,"Black Alone",16437000,"Fourth",22.9
"677",2014,"Black Alone",16437000,"Highest",52.9
"678",2014,"Black Alone",16437000,"Top 5%",22.5
"679",2013,"Black Alone",16009000,"Lowest",2.6
"680",2013,"Black Alone",16009000,"Second",7.8
"681",2013,"Black Alone",16009000,"Third",13.9
"682",2013,"Black Alone",16009000,"Fourth",22.9
"683",2013,"Black Alone",16009000,"Highest",52.8
"684",2013,"Black Alone",16009000,"Top 5%",22.3
"685",2012,"Black Alone",15872000,"Lowest",2.8
"686",2012,"Black Alone",15872000,"Second",7.8
"687",2012,"Black Alone",15872000,"Third",14.1
"688",2012,"Black Alone",15872000,"Fourth",23.5
"689",2012,"Black Alone",15872000,"Highest",51.9
"690",2012,"Black Alone",15872000,"Top 5%",21.7
"691",2011,"Black Alone",15583000,"Lowest",2.7
"692",2011,"Black Alone",15583000,"Second",7.5
"693",2011,"Black Alone",15583000,"Third",13.7
"694",2011,"Black Alone",15583000,"Fourth",23.2
"695",2011,"Black Alone",15583000,"Highest",52.9
"696",2011,"Black Alone",15583000,"Top 5%",22.8
"697",2010,"Black Alone",15265000,"Lowest",2.7
"698",2010,"Black Alone",15265000,"Second",7.9
"699",2010,"Black Alone",15265000,"Third",14.3
"700",2010,"Black Alone",15265000,"Fourth",23.8
"701",2010,"Black Alone",15265000,"Highest",51.3
"702",2010,"Black Alone",15265000,"Top 5%",21.1
"703",2009,"Black Alone",14730000,"Lowest",2.9
"704",2009,"Black Alone",14730000,"Second",8.2
"705",2009,"Black Alone",14730000,"Third",14.3
"706",2009,"Black Alone",14730000,"Fourth",23.5
"707",2009,"Black Alone",14730000,"Highest",51
"708",2009,"Black Alone",14730000,"Top 5%",21.5
"709",2008,"Black Alone",14595000,"Lowest",3
"710",2008,"Black Alone",14595000,"Second",8.4
"711",2008,"Black Alone",14595000,"Third",14.6
"712",2008,"Black Alone",14595000,"Fourth",23.5
"713",2008,"Black Alone",14595000,"Highest",50.6
"714",2008,"Black Alone",14595000,"Top 5%",20.7
"715",2007,"Black Alone",14551000,"Lowest",2.8
"716",2007,"Black Alone",14551000,"Second",8.1
"717",2007,"Black Alone",14551000,"Third",14.6
"718",2007,"Black Alone",14551000,"Fourth",23.7
"719",2007,"Black Alone",14551000,"Highest",50.8
"720",2007,"Black Alone",14551000,"Top 5%",21.2
"721",2006,"Black Alone",14354000,"Lowest",2.8
"722",2006,"Black Alone",14354000,"Second",8.1
"723",2006,"Black Alone",14354000,"Third",14.3
"724",2006,"Black Alone",14354000,"Fourth",23.3
"725",2006,"Black Alone",14354000,"Highest",51.5
"726",2006,"Black Alone",14354000,"Top 5%",22
"727",2005,"Black Alone",14002000,"Lowest",2.8
"728",2005,"Black Alone",14002000,"Second",8
"729",2005,"Black Alone",14002000,"Third",14.5
"730",2005,"Black Alone",14002000,"Fourth",23.7
"731",2005,"Black Alone",14002000,"Highest",50.9
"732",2005,"Black Alone",14002000,"Top 5%",21.2
"733",2004,"Black Alone",13809000,"Lowest",2.8
"734",2004,"Black Alone",13809000,"Second",8.3
"735",2004,"Black Alone",13809000,"Third",14.6
"736",2004,"Black Alone",13809000,"Fourth",23.8
"737",2004,"Black Alone",13809000,"Highest",50.5
"738",2004,"Black Alone",13809000,"Top 5%",20.9
"739",2003,"Black Alone",13629000,"Lowest",2.9
"740",2003,"Black Alone",13629000,"Second",8.2
"741",2003,"Black Alone",13629000,"Third",14.7
"742",2003,"Black Alone",13629000,"Fourth",24
"743",2003,"Black Alone",13629000,"Highest",50.2
"744",2003,"Black Alone",13629000,"Top 5%",20.2
"745",2002,"Black Alone",13465000,"Lowest",2.9
"746",2002,"Black Alone",13465000,"Second",8.2
"747",2002,"Black Alone",13465000,"Third",14.5
"748",2002,"Black Alone",13465000,"Fourth",23.3
"749",2002,"Black Alone",13465000,"Highest",51.1
"750",2002,"Black Alone",13465000,"Top 5%",21.6
"751",2001,"Black Alone",13315000,"Lowest",3
"752",2001,"Black Alone",13315000,"Second",8.6
"753",2001,"Black Alone",13315000,"Third",15
"754",2001,"Black Alone",13315000,"Fourth",24.2
"755",2001,"Black Alone",13315000,"Highest",49.2
"756",2001,"Black Alone",13315000,"Top 5%",19.8
"757",2000,"Black Alone",13174000,"Lowest",3.2
"758",2000,"Black Alone",13174000,"Second",8.7
"759",2000,"Black Alone",13174000,"Third",15.1
"760",2000,"Black Alone",13174000,"Fourth",24
"761",2000,"Black Alone",13174000,"Highest",49
"762",2000,"Black Alone",13174000,"Top 5%",19.6
"763",1999,"Black Alone",12838000,"Lowest",3.1
"764",1999,"Black Alone",12838000,"Second",8.2
"765",1999,"Black Alone",12838000,"Third",14.6
"766",1999,"Black Alone",12838000,"Fourth",24
"767",1999,"Black Alone",12838000,"Highest",50
"768",1999,"Black Alone",12838000,"Top 5%",20
"769",1998,"Black Alone",12579000,"Lowest",3.1
"770",1998,"Black Alone",12579000,"Second",8.2
"771",1998,"Black Alone",12579000,"Third",14.8
"772",1998,"Black Alone",12579000,"Fourth",24.4
"773",1998,"Black Alone",12579000,"Highest",49.5
"774",1998,"Black Alone",12579000,"Top 5%",19.1
"775",1997,"Black Alone",12474000,"Lowest",3.2
"776",1997,"Black Alone",12474000,"Second",8.5
"777",1997,"Black Alone",12474000,"Third",15.1
"778",1997,"Black Alone",12474000,"Fourth",24.5
"779",1997,"Black Alone",12474000,"Highest",48.7
"780",1997,"Black Alone",12474000,"Top 5%",19.1
"781",1996,"Black Alone",12109000,"Lowest",3.1
"782",1996,"Black Alone",12109000,"Second",8
"783",1996,"Black Alone",12109000,"Third",14.5
"784",1996,"Black Alone",12109000,"Fourth",23.7
"785",1996,"Black Alone",12109000,"Highest",50.7
"786",1996,"Black Alone",12109000,"Top 5%",21.7
"787",1995,"Black Alone",11577000,"Lowest",3.2
"788",1995,"Black Alone",11577000,"Second",8.2
"789",1995,"Black Alone",11577000,"Third",14.8
"790",1995,"Black Alone",11577000,"Fourth",24.2
"791",1995,"Black Alone",11577000,"Highest",49.6
"792",1995,"Black Alone",11577000,"Top 5%",20.2
"793",1994,"Black Alone",11655000,"Lowest",3
"794",1994,"Black Alone",11655000,"Second",7.8
"795",1994,"Black Alone",11655000,"Third",14.3
"796",1994,"Black Alone",11655000,"Fourth",24.3
"797",1994,"Black Alone",11655000,"Highest",50.5
"798",1994,"Black Alone",11655000,"Top 5%",20.1
"799",1993,"Black Alone",11281000,"Lowest",3
"800",1993,"Black Alone",11281000,"Second",7.6
"801",1993,"Black Alone",11281000,"Third",14.3
"802",1993,"Black Alone",11281000,"Fourth",23.7
"803",1993,"Black Alone",11281000,"Highest",51.3
"804",1993,"Black Alone",11281000,"Top 5%",21
"805",1992,"Black Alone",11269000,"Lowest",3.1
"806",1992,"Black Alone",11269000,"Second",7.8
"807",1992,"Black Alone",11269000,"Third",14.7
"808",1992,"Black Alone",11269000,"Fourth",24.8
"809",1992,"Black Alone",11269000,"Highest",49.7
"810",1992,"Black Alone",11269000,"Top 5%",19.1
"811",1991,"Black Alone",11083000,"Lowest",3.1
"812",1991,"Black Alone",11083000,"Second",7.8
"813",1991,"Black Alone",11083000,"Third",15
"814",1991,"Black Alone",11083000,"Fourth",25.2
"815",1991,"Black Alone",11083000,"Highest",48.9
"816",1991,"Black Alone",11083000,"Top 5%",18.3
"817",1990,"Black Alone",10671000,"Lowest",3.1
"818",1990,"Black Alone",10671000,"Second",7.9
"819",1990,"Black Alone",10671000,"Third",15
"820",1990,"Black Alone",10671000,"Fourth",25.1
"821",1990,"Black Alone",10671000,"Highest",49
"822",1990,"Black Alone",10671000,"Top 5%",18.5
"823",1989,"Black Alone",10486000,"Lowest",3.2
"824",1989,"Black Alone",10486000,"Second",8
"825",1989,"Black Alone",10486000,"Third",15
"826",1989,"Black Alone",10486000,"Fourth",24.9
"827",1989,"Black Alone",10486000,"Highest",48.9
"828",1989,"Black Alone",10486000,"Top 5%",18.2
"829",1988,"Black Alone",10561000,"Lowest",3.3
"830",1988,"Black Alone",10561000,"Second",7.7
"831",1988,"Black Alone",10561000,"Third",14.6
"832",1988,"Black Alone",10561000,"Fourth",24.7
"833",1988,"Black Alone",10561000,"Highest",49.7
"834",1988,"Black Alone",10561000,"Top 5%",18.7
"835",1987,"Black Alone",10192000,"Lowest",3.2
"836",1987,"Black Alone",10192000,"Second",7.9
"837",1987,"Black Alone",10192000,"Third",14.8
"838",1987,"Black Alone",10192000,"Fourth",24.4
"839",1987,"Black Alone",10192000,"Highest",49.7
"840",1987,"Black Alone",10192000,"Top 5%",19.2
"841",1986,"Black Alone",9922000,"Lowest",3.1
"842",1986,"Black Alone",9922000,"Second",8
"843",1986,"Black Alone",9922000,"Third",14.9
"844",1986,"Black Alone",9922000,"Fourth",25
"845",1986,"Black Alone",9922000,"Highest",49
"846",1986,"Black Alone",9922000,"Top 5%",18.6
"847",1985,"Black Alone",9797000,"Lowest",3.5
"848",1985,"Black Alone",9797000,"Second",8.3
"849",1985,"Black Alone",9797000,"Third",15.2
"850",1985,"Black Alone",9797000,"Fourth",24.9
"851",1985,"Black Alone",9797000,"Highest",48
"852",1985,"Black Alone",9797000,"Top 5%",17.6
"853",1984,"Black Alone",9480000,"Lowest",3.6
"854",1984,"Black Alone",9480000,"Second",8.4
"855",1984,"Black Alone",9480000,"Third",15
"856",1984,"Black Alone",9480000,"Fourth",24.7
"857",1984,"Black Alone",9480000,"Highest",48.4
"858",1984,"Black Alone",9480000,"Top 5%",17.6
"859",1983,"Black Alone",9236000,"Lowest",3.5
"860",1983,"Black Alone",9236000,"Second",8.3
"861",1983,"Black Alone",9236000,"Third",15.1
"862",1983,"Black Alone",9236000,"Fourth",25.1
"863",1983,"Black Alone",9236000,"Highest",47.9
"864",1983,"Black Alone",9236000,"Top 5%",17.1
"865",1982,"Black Alone",8916000,"Lowest",3.6
"866",1982,"Black Alone",8916000,"Second",8.6
"867",1982,"Black Alone",8916000,"Third",15.3
"868",1982,"Black Alone",8916000,"Fourth",25.5
"869",1982,"Black Alone",8916000,"Highest",47.1
"870",1982,"Black Alone",8916000,"Top 5%",17.1
"871",1981,"Black Alone",8961000,"Lowest",3.7
"872",1981,"Black Alone",8961000,"Second",8.5
"873",1981,"Black Alone",8961000,"Third",15.2
"874",1981,"Black Alone",8961000,"Fourth",25.3
"875",1981,"Black Alone",8961000,"Highest",47.3
"876",1981,"Black Alone",8961000,"Top 5%",16.6
"877",1980,"Black Alone",8847000,"Lowest",3.7
"878",1980,"Black Alone",8847000,"Second",8.7
"879",1980,"Black Alone",8847000,"Third",15.3
"880",1980,"Black Alone",8847000,"Fourth",25.2
"881",1980,"Black Alone",8847000,"Highest",47.1
"882",1980,"Black Alone",8847000,"Top 5%",16.9
"883",1979,"Black Alone",8586000,"Lowest",3.8
"884",1979,"Black Alone",8586000,"Second",8.8
"885",1979,"Black Alone",8586000,"Third",15.5
"886",1979,"Black Alone",8586000,"Fourth",25.3
"887",1979,"Black Alone",8586000,"Highest",46.6
"888",1979,"Black Alone",8586000,"Top 5%",16.5
"889",1978,"Black Alone",8066000,"Lowest",3.9
"890",1978,"Black Alone",8066000,"Second",8.7
"891",1978,"Black Alone",8066000,"Third",15.6
"892",1978,"Black Alone",8066000,"Fourth",25.3
"893",1978,"Black Alone",8066000,"Highest",46.5
"894",1978,"Black Alone",8066000,"Top 5%",16.5
"895",1977,"Black Alone",7977000,"Lowest",4.2
"896",1977,"Black Alone",7977000,"Second",9.2
"897",1977,"Black Alone",7977000,"Third",15.5
"898",1977,"Black Alone",7977000,"Fourth",24.9
"899",1977,"Black Alone",7977000,"Highest",46.3
"900",1977,"Black Alone",7977000,"Top 5%",16.8
"901",1976,"Black Alone",7776000,"Lowest",4.2
"902",1976,"Black Alone",7776000,"Second",9.1
"903",1976,"Black Alone",7776000,"Third",15.7
"904",1976,"Black Alone",7776000,"Fourth",25.4
"905",1976,"Black Alone",7776000,"Highest",45.6
"906",1976,"Black Alone",7776000,"Top 5%",16.3
"907",1975,"Black Alone",7489000,"Lowest",4.1
"908",1975,"Black Alone",7489000,"Second",9
"909",1975,"Black Alone",7489000,"Third",16
"910",1975,"Black Alone",7489000,"Fourth",25.5
"911",1975,"Black Alone",7489000,"Highest",45.4
"912",1975,"Black Alone",7489000,"Top 5%",16
"913",1974,"Black Alone",7263000,"Lowest",4.2
"914",1974,"Black Alone",7263000,"Second",9.4
"915",1974,"Black Alone",7263000,"Third",16.1
"916",1974,"Black Alone",7263000,"Fourth",25.2
"917",1974,"Black Alone",7263000,"Highest",45.1
